key,name,provider,provider_slug,category,category_label,benefit_type,application_status,application_status_source_url,application_status_checked_at,value_text,value_usd,eligibility,stages,max_funding_raised_usd,max_company_age_years,geographies,recurring_or_expiry,other_requirements,confidence,last_verified,source_url,apply_url,url
gem-gem-for-startups,Gem for Startups,Gem,gem,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free for 6 months (under 30 employees),,No funding needed,pre-seed; seed,,,,6 months,,high,,https://www.gem.com/startups,https://www.gem.com/startups,https://startupperks.co/programs/gem-gem-for-startups
breezy-hr-breezy-hr-bootstrap-free,Breezy HR Bootstrap (Free),Breezy HR,breezy-hr,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free forever Bootstrap plan,,No funding needed,idea; pre-seed; seed,,,,While eligible,,high,,https://breezy.hr/pricing,https://breezy.hr/pricing,https://startupperks.co/programs/breezy-hr-breezy-hr-bootstrap-free
findmyshift-findmyshift-free,Findmyshift Free,Findmyshift,findmyshift,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Always free for teams up to 5,,No funding needed,idea; pre-seed,,,,While eligible,,high,,https://www.findmyshift.com/pricing,https://www.findmyshift.com/,https://startupperks.co/programs/findmyshift-findmyshift-free
weekdone-weekdone-free,Weekdone Free,Weekdone,weekdone,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free for teams up to 3 users,,No funding needed,idea; pre-seed,,,,While eligible,,high,,https://weekdone.com/,https://weekdone.com/,https://startupperks.co/programs/weekdone-weekdone-free
pave-pave-market-data-lite-free,Pave Market Data Lite (Free),Pave,pave,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free compensation benchmarks for startups,,No funding needed,pre-seed; seed; series-a,,,,While eligible,,high,,https://www.pave.com/pricing,https://www.pave.com/,https://startupperks.co/programs/pave-pave-market-data-lite-free
kredily-kredily-free-forever,Kredily Free Forever,Kredily,kredily,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,"Free forever, unlimited employees",,No funding needed,idea; pre-seed; seed,,,India,While eligible,,high,,https://www.kredily.com/pricing,https://www.kredily.com/,https://startupperks.co/programs/kredily-kredily-free-forever
health-gorilla-hg-accelerator,HG Accelerator,Health Gorilla,health-gorilla,databases-data,Databases & Data,Free plan,unknown,,,Free access to health data APIs for early-stage startups,,Any startup,pre-seed; seed,,,United States,While eligible,,medium,,https://www.healthgorilla.com/home/company/accelerator,https://www.healthgorilla.com/home/company/accelerator,https://startupperks.co/programs/health-gorilla-hg-accelerator
viam-viam-for-startups,Viam for Startups,Viam,viam,dev-tools,Developer Tools,Credits,unknown,,,"$30,000 in platform credits ($2,500/mo for 12 months)",30000,Any startup,pre-seed; seed; series-a; series-b-plus,,,,12 months,,high,,https://www.viam.com/resources/startups,https://www.viam.com/platform/demo-request,https://startupperks.co/programs/viam-viam-for-startups
golioth-golioth-for-startups-nonprofits,Golioth for Startups & Nonprofits,Golioth,golioth,cloud-infra,Cloud & Infrastructure,Credits,unknown,,,$50 free credits plus additional credits for qualifying startups,,Any startup,idea; pre-seed; seed; series-a,,,,While eligible,,high,,https://golioth.io/pricing,https://golioth.io/pricing,https://startupperks.co/programs/golioth-golioth-for-startups-nonprofits
coherence-coherence-starter,coherence Starter,coherence,coherence,dev-tools,Developer Tools,Free plan,unknown,,,Free Starter for teams under $200K revenue/funding,,No funding needed,idea; pre-seed; seed,,,,While under $200K revenue/funding,,high,,https://coherence.io/pricing,https://coherence.io/pricing,https://startupperks.co/programs/coherence-coherence-starter
qubitro-qubitro-starter-free,Qubitro Starter (Free),Qubitro,qubitro,databases-data,Databases & Data,Free plan,unknown,,,Always-free Starter tier (2 devices),,No funding needed,idea; pre-seed; seed,,,,Always free,,high,,https://www.qubitro.com/pricing,https://www.qubitro.com/pricing,https://startupperks.co/programs/qubitro-qubitro-starter-free
fpt-cloud-fpt-cloud-startup-program,FPT Cloud Startup Program,FPT Cloud,fpt-cloud,cloud-infra,Cloud & Infrastructure,Credits,unknown,,,Up to $100K in cloud credits,100000,Incorporated,idea; pre-seed; seed; series-a,,,Vietnam,While eligible,,high,,https://fptcloud.com/startup-program-2/,https://startup.fptsmartcloud.com/,https://startupperks.co/programs/fpt-cloud-fpt-cloud-startup-program
webengage-webengage-startx,WebEngage StartX,WebEngage,webengage,marketing-sales,Marketing & Sales,Credits,unknown,,,Discounted platform access plus credits for early-stage startups,,Any startup,pre-seed; seed,,,,While eligible,,medium,,https://webengage.com/,https://webengage.com/,https://startupperks.co/programs/webengage-webengage-startx
karte-karte-for-startup,KARTE for Startup,KARTE,karte,marketing-sales,Marketing & Sales,Discount,unknown,,,Discounted KARTE plan for startups,,Any startup,seed; series-a,,,Japan,While eligible,,low,,https://karte.io/,https://karte.io/,https://startupperks.co/programs/karte-karte-for-startup
qarnot-qarnot-start-up-program,Qarnot Start-up Program,Qarnot,qarnot,cloud-infra,Cloud & Infrastructure,Credits,unknown,,,"€6,000 in free HPC/GPU credits + 50% off",,Any startup,idea; pre-seed; seed; series-a,,,,"6 months of credits, then 50% off",,high,,https://qarnot.com/en/start-up,https://qarnot.com/en/start-up,https://startupperks.co/programs/qarnot-qarnot-start-up-program
leapsome-leapsome-for-startups,Leapsome for Startups,Leapsome,leapsome,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,20-25% off for 3 years,,Any startup,pre-seed; seed; series-a,,,,3 years,,high,,https://site.leapsome.com/leapsome-for-startups,https://site.leapsome.com/leapsome-for-startups,https://startupperks.co/programs/leapsome-leapsome-for-startups
paystack-paystack-for-startups-catalyst,Paystack for Startups (Catalyst),Paystack,paystack,banking-fintech,Banking & Fintech,Free plan,unknown,,,First $25K in transactions processed fee-free,,Any startup,any,,,Nigeria; Ghana; South Africa; Kenya; Africa,While eligible,,high,,https://paystack.com/startups,https://paystack.com/contact/startups,https://startupperks.co/programs/paystack-paystack-for-startups-catalyst
africa-s-talking-developer-sandbox-and-free-tier,Developer Sandbox and Free Tier,Africa's Talking,africa-s-talking,dev-tools,Developer Tools,Free plan,unknown,,,Free sandbox plus starter credit,,Any startup,any,,,Kenya; Nigeria; Uganda; Africa,While eligible,,high,,https://africastalking.com/pricing,https://account.africastalking.com/auth/register,https://startupperks.co/programs/africa-s-talking-developer-sandbox-and-free-tier
termii-developer-free-trial-credits,Developer Free Trial Credits,Termii,termii,dev-tools,Developer Tools,Free plan,unknown,,,Free trial messaging credits,,Any startup,any,,,Nigeria; Africa,While eligible,,medium,,https://developers.termii.com/,https://accounts.termii.com/register,https://startupperks.co/programs/termii-developer-free-trial-credits
d-id-free-trial-ai-video,Free Trial (AI Video),D-ID,d-id,ai-ml,AI & ML,Free plan,unknown,,,Free trial with starter credits,,Any startup,any,,,,Free trial,,high,,https://www.d-id.com/,https://studio.d-id.com/,https://startupperks.co/programs/d-id-free-trial-ai-video
chargeflow-success-based-chargeback-automation,Success-Based Chargeback Automation,Chargeflow,chargeflow,finance-ops,Finance & Ops,Free plan,unknown,,,"Free to start, pay only on recovered chargebacks",,Any startup,any,,,,While eligible,,medium,,https://www.chargeflow.io/pricing,https://www.chargeflow.io/,https://startupperks.co/programs/chargeflow-success-based-chargeback-automation
bria-developer-free-credits-ai-image,Developer Free Credits (AI Image),Bria,bria,ai-ml,AI & ML,Free plan,unknown,,,Free credits for commercial-safe image AI,,Any startup,any,,,,While eligible,,medium,,https://bria.ai/,https://bria.ai/,https://startupperks.co/programs/bria-developer-free-credits-ai-image
konfio-free-business-account-and-card,Free Business Account and Card,Konfio,konfio,banking-fintech,Banking & Fintech,Free plan,unknown,,,Free business account and corporate card,,Incorporated,any,,,Mexico,While eligible,,medium,,https://konfio.mx/,https://konfio.mx/,https://startupperks.co/programs/konfio-free-business-account-and-card
thoropass-thoropass-for-startups,Thoropass for Startups,Thoropass,thoropass,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,Startup pricing for SOC 2 & ISO 27001,,Any startup,pre-seed; seed; series-a,,,,While eligible,,high,,https://www.thoropass.com/startups,https://www.thoropass.com/startups,https://startupperks.co/programs/thoropass-thoropass-for-startups
delve-delve-for-startups,Delve for Startups,Delve,delve,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,"Startup pricing for SOC 2, HIPAA, ISO 27001, GDPR",,Any startup,pre-seed; seed; series-a,,,,While eligible,,medium,,https://www.delve.co/,https://www.delve.co/,https://startupperks.co/programs/delve-delve-for-startups
oneleet-oneleet-for-startups,Oneleet for Startups,Oneleet,oneleet,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,"Startup pricing, compliance + pentest bundle",,Any startup,pre-seed; seed; series-a,,,,While eligible,,medium,,https://www.oneleet.com/,https://www.oneleet.com/,https://startupperks.co/programs/oneleet-oneleet-for-startups
strike-graph-strike-graph-for-startups,Strike Graph for Startups,Strike Graph,strike-graph,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,Self-serve startup pricing for SOC 2,,Any startup,seed; series-a,,,,While eligible,,low,,https://www.strikegraph.com/,https://www.strikegraph.com/,https://startupperks.co/programs/strike-graph-strike-graph-for-startups
nordlayer-nordlayer-for-startups,NordLayer for Startups,NordLayer,nordlayer,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,Startup discount on business VPN / ZTNA,,Any startup,seed; series-a,,,,While eligible,,medium,,https://nordlayer.com/,https://nordlayer.com/,https://startupperks.co/programs/nordlayer-nordlayer-for-startups
stackhawk-stackhawk-for-startups,StackHawk for Startups,StackHawk,stackhawk,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,$79/mo startup plan plus free tier,,Any startup,seed; series-a,,,,While eligible,,high,,https://www.stackhawk.com/,https://www.stackhawk.com/,https://startupperks.co/programs/stackhawk-stackhawk-for-startups
faraday-faraday-community,Faraday Community,Faraday,faraday,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free open-source vulnerability management,,No funding needed,any,,,,While eligible,,medium,,https://faradaysec.com/,https://faradaysec.com/,https://startupperks.co/programs/faraday-faraday-community
astra-security-astra-pentest-for-startups,Astra Pentest for Startups,Astra Security,astra-security,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,Affordable self-serve pentest & scanner,,Any startup,seed; series-a,,,,While eligible,,low,,https://www.getastra.com/,https://www.getastra.com/,https://startupperks.co/programs/astra-security-astra-pentest-for-startups
criminal-ip-criminal-ip-free,Criminal IP Free,Criminal IP,criminal-ip,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free tier for IP & attack-surface intelligence,,No funding needed,any,,,,While eligible,,medium,,https://www.criminalip.io/,https://www.criminalip.io/,https://startupperks.co/programs/criminal-ip-criminal-ip-free
nightfall-ai-nightfall-for-startups,Nightfall for Startups,Nightfall AI,nightfall-ai,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,25% off first year + free tier,,Any startup,seed; series-a,,,,First year,,high,,https://www.nightfall.ai/,https://try.nightfall.ai/startups,https://startupperks.co/programs/nightfall-ai-nightfall-for-startups
apisec-apisec-scan-free,APIsec Scan (Free),APIsec,apisec,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free API vulnerability scan,,No funding needed,any,,,,While eligible,,low,,https://www.apisec.ai/,https://www.apisec.ai/,https://startupperks.co/programs/apisec-apisec-scan-free
hcaptcha-hcaptcha-free,hCaptcha Free,hCaptcha,hcaptcha,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free bot & abuse protection,,No funding needed,any,,,,While eligible,,high,,https://www.hcaptcha.com/,https://www.hcaptcha.com/,https://startupperks.co/programs/hcaptcha-hcaptcha-free
verisoul-verisoul-free,Verisoul Free,Verisoul,verisoul,security-legal-hr,"Security, Legal & HR",Free plan,unknown,,,Free tier for fake-account detection,,No funding needed,any,,,,While eligible,,low,,https://verisoul.ai/,https://verisoul.ai/,https://startupperks.co/programs/verisoul-verisoul-free
vitally-vitally-startup-partner-program,Vitally Startup Partner Program,Vitally,vitally,productivity-saas,Productivity & SaaS,Discount,unknown,,,Up to 50% off customer success tools,,Any startup,seed; series-a,,,,While eligible,,high,,https://www.vitally.io/startup-partner-program,https://www.vitally.io/startup-partner-program,https://startupperks.co/programs/vitally-vitally-startup-partner-program
userguiding-userguiding-for-startups,UserGuiding for Startups,UserGuiding,userguiding,productivity-saas,Productivity & SaaS,Discount,unknown,,,Discounted Startup plan,,Any startup,pre-seed; seed,,,,While eligible,,medium,,https://userguiding.com/pricing,https://userguiding.com/pricing,https://startupperks.co/programs/userguiding-userguiding-for-startups
gleap-gleap-for-early-stage-startups,Gleap for Early-Stage Startups,Gleap,gleap,productivity-saas,Productivity & SaaS,Discount,unknown,,,50% off Team or Pro for the first year,,Any startup,pre-seed; seed; series-a,,,,First year,,high,,https://www.gleap.io/early-stage-startups,https://www.gleap.io/early-stage-startups,https://startupperks.co/programs/gleap-gleap-for-early-stage-startups
read-the-docs-read-the-docs-community,Read the Docs Community,Read the Docs,read-the-docs,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free forever for open-source docs,,No funding needed,any,,,,While eligible,,high,,https://about.readthedocs.com/pricing/,https://app.readthedocs.org/,https://startupperks.co/programs/read-the-docs-read-the-docs-community
documize-documize-free-self-hosted,Documize Free (Self-Hosted),Documize,documize,productivity-saas,Productivity & SaaS,Free plan,unknown,,,Free for 5 users (self-hosted),,No funding needed,idea; pre-seed; seed,,,,While eligible,,medium,,https://www.documize.com/,https://www.documize.com/,https://startupperks.co/programs/documize-documize-free-self-hosted
fibery-fibery-for-startups,Fibery for Startups,Fibery,fibery,productivity-saas,Productivity & SaaS,Free plan,unknown,,,6 months free,,Any startup,any,,,,6 months,,high,,https://fibery.com/startup-program,https://fibery.com/startup-program,https://startupperks.co/programs/fibery-fibery-for-startups
ssojet-ssojet-startup-program,SSOJet Startup Program,SSOJet,ssojet,security-legal-hr,"Security, Legal & HR",Discount,unknown,,,50% off for 12 months,,Any startup,seed; series-a,,,,12 months,,high,,https://ssojet.com/startup/,https://ssojet.com/startup-apply/,https://startupperks.co/programs/ssojet-ssojet-startup-program
grackerai-grackerai-startup-program,GrackerAI Startup Program,GrackerAI,grackerai,marketing-sales,Marketing & Sales,Discount,unknown,,,50% off Scale plan for 12 months,,Any startup,seed; series-a,,,,12 months,,high,,https://gracker.ai/startup/,https://gracker.ai/startup/,https://startupperks.co/programs/grackerai-grackerai-startup-program
